# time  created  delivered  delivered/created
13718.0000 253 105 0.4150
13774.0000 254 105 0.4134
13841.0000 255 105 0.4118
13882.0000 256 105 0.4102
13942.0000 257 105 0.4086
13994.0000 258 105 0.4070
14040.0000 259 105 0.4054
14089.0000 260 105 0.4038
14155.0000 261 105 0.4023
14208.0000 262 105 0.4008
14274.0000 263 105 0.3992
14315.0000 264 105 0.3977
14370.0000 265 105 0.3962
